0	0	1	1
0.00325733	1	1	1
0.00651466	2	1	1
0.00977199	3	1	1
0.0130293	4	1	1
0.0162866	5	1	1
0.019544	6	1	0.888889
0.0228013	7	1	0.888889
0.0260586	8	1	0.888889
0.029316	9	1	0.888889
0.0325733	10	1	0.888889
0.0358306	11	1	0.888889
0.0390879	12	1	0.888889
0.0423453	13	1	0.888889
0.0456026	14	1	0.833333
0.0488599	15	1	0.823837
0.0521173	16	1	0.81434
0.0553746	17	1	0.860399
0.0586319	18	1	0.80487
0.0618892	19	1	0.777778
0.0651466	20	1	0.777778
0.0684039	21	1	0.777778
0.0716612	22	1	0.833333
0.0749186	23	1	0.833333
0.0781759	24	1	0.944444
0.0814332	25	1	0.944444
0.0846906	26	1	0.944444
0.0879479	27	1	0.944444
0.0912052	28	1	1
0.0944625	29	1	1.05556
0.0977199	30	1	1.05556
0.100977	31	1	1.05556
0.104235	32	1	1.05556
0.107492	33	1	1.05556
0.110749	34	1	1.02701
0.114007	35	1	1
0.117264	36	1	1
0.120521	37	1	1
0.123778	38	1	1
0.127036	39	1	1
0.130293	40	1	1
0.13355	41	1	1
0.136808	42	1	1
0.140065	43	1	1
0.143322	44	1	1
0.14658	45	1	1
0.149837	46	1	1
0.153094	47	0.990741	1
0.156352	48	0.990741	1
0.159609	49	0.990741	1
0.162866	50	0.981481	0.944444
0.166124	51	0.981481	0.944444
0.169381	52	0.981481	0.944444
0.172638	53	0.972222	0.944444
0.175896	54	0.972222	0.944444
0.179153	55	0.972222	0.944444
0.18241	56	0.972222	0.944444
0.185668	57	0.972222	0.944444
0.188925	58	0.972222	0.944444
0.192182	59	0.972222	0.944444
0.19544	60	0.962963	0.944444
0.198697	61	0.962963	0.944444
0.201954	62	0.962963	0.944444
0.205212	63	0.953704	0.944444
0.208469	64	0.953704	0.944444
0.211726	65	0.944444	0.944444
0.214984	66	0.944444	0.896853
0.218241	67	0.944444	0.888889
0.221498	68	0.944444	0.888889
0.224756	69	0.944444	0.888889
0.228013	70	0.944444	0.888889
0.23127	71	0.944444	0.888889
0.234528	72	0.944444	0.888889
0.237785	73	0.944444	0.888889
0.241042	74	0.944444	0.888889
0.2443	75	0.944444	0.888889
0.247557	76	0.944444	0.888889
0.250814	77	0.944444	0.888889
0.254072	78	0.944444	0.888889
0.257329	79	0.935185	0.888889
0.260586	80	0.935185	0.888889
0.263844	81	0.935185	0.888889
0.267101	82	0.935185	0.850794
0.270358	83	0.935185	0.833333
0.273616	84	0.935185	0.833333
0.276873	85	0.935185	0.777778
0.28013	86	0.935185	0.777778
0.283388	87	0.925926	0.777778
0.286645	88	0.925926	0.777778
0.289902	89	0.925926	0.777778
0.29316	90	0.925926	0.777778
0.296417	91	0.916667	0.777778
0.299674	92	0.916667	0.777778
0.302932	93	0.916667	0.777778
0.306189	94	0.916667	0.777778
0.309446	95	0.916667	0.777778
0.312704	96	0.916667	0.777778
0.315961	97	0.916667	0.777778
0.319218	98	0.916667	0.777778
0.322476	99	0.916667	0.777778
0.325733	100	0.916667	0.749233
0.32899	101	0.907407	0.722222
0.332248	102	0.907407	0.722222
0.335505	103	0.907407	0.674603
0.338762	104	0.907407	0.674657
0.34202	105	0.907407	0.674712
0.345277	106	0.898148	0.674766
0.348534	107	0.898148	0.67482
0.351792	108	0.898148	0.674874
0.355049	109	0.888889	0.674929
0.358306	110	0.87963	0.674983
0.361564	111	0.87963	0.675037
0.364821	112	0.87963	0.675091
0.368078	113	0.87963	0.675146
0.371336	114	0.87963	0.665676
0.374593	115	0.87963	0.637213
0.37785	116	0.87963	0.618301
0.381107	117	0.861111	0.608913
0.384365	118	0.861111	0.580477
0.387622	119	0.851852	0.572242
0.390879	120	0.842593	0.572351
0.394137	121	0.842593	0.572459
0.397394	122	0.833333	0.572568
0.400651	123	0.824074	0.572676
0.403909	124	0.824074	0.572785
0.407166	125	0.824074	0.572893
0.410423	126	0.814815	0.573002
0.413681	127	0.814815	0.57311
0.416938	128	0.814815	0.573219
0.420195	129	0.814815	0.573327
0.423453	130	0.814815	0.573436
0.42671	131	0.814815	0.573544
0.429967	132	0.814815	0.573653
0.433225	133	0.814815	0.54519
0.436482	134	0.814815	0.53682
0.439739	135	0.805556	0.536901
0.442997	136	0.787037	0.536982
0.446254	137	0.787037	0.537064
0.449511	138	0.777778	0.537145
0.452769	139	0.777778	0.537226
0.456026	140	0.777778	0.537308
0.459283	141	0.777778	0.537389
0.462541	142	0.777778	0.537471
0.465798	143	0.777778	0.537552
0.469055	144	0.777778	0.537633
0.472313	145	0.777778	0.537715
0.47557	146	0.777778	0.537796
0.478827	147	0.777778	0.537877
